loan_id,collateral_type,city,state,zip,value,vehicle_year,vehicle_make,vehicle_model,cross_foot,insurable_value
loan_id_0094,5415, , , ,"$311,616.00 ", , , ,$0.00 ,$0.00 
loan_id_1411,5415, , , ,"$10,000.00 ", , , ,$0.00 ,"$10,000.00 "
loan_id_1411,5415, , , ,"$2,000.00 ", , , ,$0.00 ,"$2,000.00 "
loan_id_1411,5415, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_2365,5415, , , ,"$12,000.00 ", , , ,$0.00 ,"$12,000.00 "
loan_id_1411,5415, , , ,"$3,500.00 ", , , ,$0.00 ,"$3,500.00 "
loan_id_1411,5415, , , ,"$3,500.00 ", , , ,$0.00 ,"$3,500.00 "
loan_id_1411,5415, , , ,"$12,000.00 ", , , ,$0.00 ,"$12,000.00 "
loan_id_1411,5415, , , ,"$10,000.00 ", , , ,$0.00 ,"$10,000.00 "
loan_id_1411,5415, , , ,"$5,000.00 ", , , ,$0.00 ,"$5,000.00 "
loan_id_1411,5415, , , ,"$2,500.00 ", , , ,$0.00 ,"$2,500.00 "
loan_id_1411,5415, , , ,"$10,750.00 ", , , ,$0.00 ,"$10,750.00 "
loan_id_1411,5415, , , ,"$4,000.00 ", , , ,$0.00 ,"$4,000.00 "
loan_id_1411,5415, , , ,"$4,000.00 ", , , ,$0.00 ,"$4,000.00 "
loan_id_1411,5415, , , ,"$4,000.00 ", , , ,$0.00 ,"$4,000.00 "
loan_id_1411,5415, , , ,"$6,000.00 ", , , ,$0.00 ,"$6,000.00 "
loan_id_1411,5415, , , ,"$3,500.00 ", , , ,$0.00 ,"$3,500.00 "
loan_id_1411,5415, , , ,"$8,500.00 ", , , ,$0.00 ,"$8,500.00 "
loan_id_1411,5415, , , ,"$11,500.00 ", , , ,$0.00 ,"$11,500.00 "
loan_id_2365,5415, , , ,"$35,000.00 ", , , ,$0.00 ,"$35,000.00 "
loan_id_2365,5415, , , ,"$10,000.00 ", , , ,$0.00 ,"$10,000.00 "
loan_id_1411,5415, , , ,"$4,500.00 ", , , ,$0.00 ,"$4,500.00 "
loan_id_2365,5415, , , ,"$10,000.00 ", , , ,$0.00 ,"$10,000.00 "
loan_id_2365,5415, , , ,"$12,000.00 ", , , ,$0.00 ,"$12,000.00 "
loan_id_1411,5415, , , ,"$4,000.00 ", , , ,$0.00 ,"$4,000.00 "
loan_id_1411,5415, , , ,"$10,000.00 ", , , ,$0.00 ,"$10,000.00 "
loan_id_1804,5415, , , ,"$18,500.00 ", , , ,$0.00 ,"$18,500.00 "
loan_id_1411,5415, , , ,"$4,000.00 ", , , ,$0.00 ,"$4,000.00 "
loan_id_1411,5415, , , ,"$4,500.00 ", , , ,$0.00 ,"$4,500.00 "
loan_id_2365,5415, , , ,"$40,000.00 ", , , ,$0.00 ,"$40,000.00 "
loan_id_0992,5415, , , ,"$50,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1827,5415, , , ,"$75,000.00 ", , , ,$0.00 ,$0.00 
loan_id_2368,5415, , , ,"$150,000.00 ", , , ,$0.00 ,"$131,900.00 "
loan_id_1725,5415, , , ,"$215,300.00 ", , , ,$0.00 ,"$215,300.00 "
loan_id_1598,5415, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_0783,5415, , , ,"$3,259,000.00 ", , , ,$0.00 ,$0.00 
loan_id_0785,5415, , , ,"$3,259,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1397,5415, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_1397,5415, , , ,"$244,000.00 ", , , ,$0.00 ,"$244,000.00 "
loan_id_1468,5415, , , ,"$95,931.00 ", , , ,$0.00 ,"$95,931.00 "
loan_id_1236,5415, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_1552,5420, , , ,"$8,340.00 ", , , ,$0.00 ,$0.00 
loan_id_0419,5420, , , ,"$160,000.00 ", , , ,$0.00 ,"$160,000.00 "
loan_id_0420,5420, , , ,"$160,000.00 ", , , ,$0.00 ,"$160,000.00 "
loan_id_1236,5420, , , ,"$85,350.00 ", , , ,$0.00 ,"$85,350.00 "
loan_id_1236,5420, , , ,"$5,380.00 ", , , ,$0.00 ,"$5,380.00 "
loan_id_1236,5420, , , ,"$34,627.00 ", , , ,$0.00 ,"$34,627.00 "
loan_id_1236,5420, , , ,"$65,956.00 ", , , ,$0.00 ,"$65,953.00 "
loan_id_0419,5420, , , ,"$425,000.00 ", , , ,$0.00 ,"$425,000.00 "
loan_id_0420,5420, , , ,"$425,000.00 ", , , ,$0.00 ,"$425,000.00 "
loan_id_1552,5420, , , ,"$60,000.00 ", , , ,$0.00 ,"$60,000.00 "
loan_id_0420,5420, , , ,"$220,000.00 ", , , ,$0.00 ,"$220,000.00 "
loan_id_1554,5420, , , ,"$125,486.00 ", , , ,$0.00 ,"$125,486.00 "
loan_id_1792,5425, , , ,"$12,000.00 ",1979,OMEGO,CR,$0.00 ,"$12,000.00 "
loan_id_0419,5425, , , ,"$18,000.00 ",1986,VLVW,TR,$0.00 ,"$18,000.00 "
loan_id_0420,5425, , , ,"$18,000.00 ",1986,VLVW,TR,$0.00 ,"$18,000.00 "
loan_id_1411,5425, , , ,"$45,000.00 ",1988,KENWORTH,T80,$0.00 ,"$45,000.00 "
loan_id_0419,5425, , , ,"$35,000.00 ",1989,KW,TK,$0.00 ,"$35,000.00 "
loan_id_0420,5425, , , ,"$35,000.00 ",1989,KW,TK,$0.00 ,"$35,000.00 "
loan_id_1397,5425, , , ,"$225,000.00 ",1997,KW DS, ,$0.00 ,"$244,000.00 "
loan_id_2262,5425, , , ,"$28,000.00 ",2001,VERN,UT,$0.00 ,"$28,000.00 "
loan_id_1411,5425, , , ,"$10,000.00 ",2002,ASMBL,TRAILER,$0.00 ,"$10,000.00 "
loan_id_0419,5425, , , ,"$50,000.00 ",2002,PTRB,TT,$0.00 ,"$50,000.00 "
loan_id_0420,5425, , , ,"$50,000.00 ",2002,PTRB,TT,$0.00 ,"$50,000.00 "
loan_id_1770,5425, , , ,"$30,633.00 ",2003,GENER TR, ,$0.00 ,"$30,633.00 "
loan_id_1770,5425, , , ,"$64,000.00 ",2003,KW,T80 TK,$0.00 ,"$64,000.00 "
loan_id_0165,5425, , , ,"$25,000.00 ",2004,FRHT,CHA VN,$0.00 ,"$25,000.00 "
loan_id_2345,5425, , , ,"$33,000.00 ",2006,TRAIL KING,LOWBOY,$0.00 ,"$33,000.00 "
loan_id_0165,5425, , , ,"$10,000.00 ",2007,SNAP_ON TRIALER,I716TA2,$0.00 ,"$10,000.00 "
loan_id_2090,5425, , , ,"$79,500.00 ",2009,AUTOCAR ,WAYNE CURTENDER SIDE LOADER,$0.00 ,"$79,500.00 "
loan_id_2095,5425, , , ,"$79,500.00 ",2009,AUTOCAR ,WAYNE CURTENDER SIDE LOADER,$0.00 ,"$79,500.00 "
loan_id_2097,5425, , , ,"$79,500.00 ",2009,AUTOCAR ,WAYNE CURTENDER SIDE LOADER,$0.00 ,"$79,500.00 "
loan_id_0913,5425, , , ,"$103,000.00 ",2012,PETERBILT,367 QUAD AXEL DUMP TRUCK,$0.00 ,"$103,000.00 "
loan_id_1854,5425, , , ,"$70,000.00 ",2012,PETERBILT,389,$0.00 ,"$70,000.00 "
loan_id_1767,5425, , , ,"$38,125.00 ",2014,UTIL HT, ,$0.00 ,"$38,125.00 "
loan_id_1767,5425, , , ,"$38,125.00 ",2014,UTIL HT, ,$0.00 ,"$38,125.00 "
loan_id_1767,5425, , , ,"$38,125.00 ",2014,UTILI RF, ,$0.00 ,"$38,125.00 "
loan_id_1767,5425, , , ,"$38,125.00 ",2014,UTIL RF, ,$0.00 ,"$38,125.00 "
loan_id_1767,5425, , , ,"$38,125.00 ",2014,UTIL RF, ,$0.00 ,"$38,125.00 "
loan_id_1767,5425, , , ,"$38,125.00 ",2014,UTIL RF, ,$0.00 ,"$38,125.00 "
loan_id_1768,5425, , , ,"$120,000.00 ",2015,PTRB 389,TR,$0.00 ,"$120,000.00 "
loan_id_1724,5425, , , ,"$159,000.00 ",2016,KW TK,W90,$0.00 ,"$159,000.00 "
loan_id_1768,5425, , , ,"$90,000.00 ",2017,PTRB 389,TR,$0.00 ,"$90,000.00 "
loan_id_1854,5425, , , ,"$60,000.00 ",2017,WILX,FB,$0.00 ,"$60,000.00 "
loan_id_0116,5425, , , ,"$172,638.67 ",2018,FASSI,F280 SE22,$0.00 ,"$172,638.67 "
loan_id_0165,5425, , , ,"$130,000.00 ",2018,FRHT,CB,$0.00 ,"$130,000.00 "
loan_id_1724,5425, , , ,"$192,000.00 ", , , ,$0.00 ,$0.00 
loan_id_0765,5425, , , ,"$68,245.00 ",2018,KW,T680,$0.00 ,"$68,245.00 "
loan_id_2090,5425, , , ,"$183,000.00 ",2018,KW,PK CON,$0.00 ,"$183,000.00 "
loan_id_2095,5425, , , ,"$183,000.00 ",2018,KW,PK CON,$0.00 ,"$183,000.00 "
loan_id_2097,5425, , , ,"$183,000.00 ",2018,KW,PK CON,$0.00 ,"$183,000.00 "
loan_id_2095,5425, , , ,"$78,129.00 ",2018,PEERLESS,REFUSE TRAILER,$0.00 ,"$78,129.00 "
loan_id_2097,5425, , , ,"$78,129.00 ",2018,PEERLESS,REFUSE TRAILER,$0.00 ,"$78,129.00 "
loan_id_2095,5425, , , ,"$78,129.00 ",2018,PEERLESS,REFUSE TRAILER,$0.00 ,"$78,129.00 "
loan_id_2097,5425, , , ,"$78,129.00 ",2018,PEERLESS,REFUSE TRAILER,$0.00 ,"$78,129.00 "
loan_id_2095,5425, , , ,"$209,900.00 ",2018,PETERBILT,520 CURBTENDER SIDE LOADER,$0.00 ,"$209,900.00 "
loan_id_2097,5425, , , ,"$209,900.00 ",2018,PETERBILT,520 CURBTENDER SIDE LOADER,$0.00 ,"$209,900.00 "
loan_id_2092,5425, , , ,"$112,000.00 ",2018,PETERBUILT,579 TRUCK,$0.00 ,"$112,000.00 "
loan_id_2095,5425, , , ,"$112,000.00 ",2018,PETERBUILT,579 TRUCK,$0.00 ,"$112,000.00 "
loan_id_2097,5425, , , ,"$112,000.00 ",2018,PETERBUILT,579 TRUCK,$0.00 ,"$112,000.00 "
loan_id_0758,5425, , , ,"$92,860.75 ",2019,KW,TR CON,$0.00 ,"$92,860.75 "
loan_id_0758,5425, , , ,"$92,860.75 ",2019,KW,TR CON,$0.00 ,"$92,860.75 "
loan_id_2095,5425, , , ,"$89,000.00 ",2019,PEERLESS,REFUSE TRAILER,$0.00 ,"$89,000.00 "
loan_id_2097,5425, , , ,"$89,000.00 ",2019,PEERLESS,REFUSE TRAILER,$0.00 ,"$89,000.00 "
loan_id_1724,5425, , , ,"$204,776.00 ",2020,KW CB, ,$0.00 ,"$204,776.00 "
loan_id_0758,5425, , , ,"$82,000.00 ",2020,KW,TR CON,$0.00 ,"$82,000.00 "
loan_id_2090,5425, , , ,"$292,734.34 ",2020,PETERBILT,MODEL 520 TRUCK,$0.00 ,"$292,734.34 "
loan_id_2095,5425, , , ,"$292,734.34 ",2020,PETERBILT,MODEL 520 TRUCK,$0.00 ,"$292,734.34 "
loan_id_2097,5425, , , ,"$292,734.34 ",2020,PETERBILT,MODEL 520 TRUCK,$0.00 ,"$292,734.34 "
loan_id_2098,5425, , , ,"$90,000.00 ",2020,WSTI TRL,REFUSE TRAILER,$0.00 ,"$90,000.00 "
loan_id_1059,5425, , , ,"$225,000.00 ",2021,PETERBILT, ,$0.00 ,"$225,000.00 "
loan_id_1026,5425, , , ,"$630,000.00 ", , , ,$0.00 ,"$630,000.00 "
loan_id_2097,5425, , , ,"$223,162.94 ",2023,KENWORTH,T480,$0.00 ,"$223,162.94 "
loan_id_2099,5425, , , ,"$190,649.56 ",20230,KENWORTH,T880,$0.00 ,"$190,649.56 "
loan_id_0116,5425, , , ,"$192,091.33 ",2024,FREIGHTLINER,114SD,$0.00 ,"$192,091.33 "
loan_id_2100,5425, , , ,"$377,829.50 ",2024,PETERBILT,520,$0.00 ,"$377,829.50 "
loan_id_0649,5425, , , ,"$95,826.00 ",2025,FREIGHTLINER,M2+ EXT CAB,$0.00 ,"$95,826.00 "
loan_id_2101,5425, , , ,"$395,632.76 ", , , ,$0.00 ,"$395,632.76 "
loan_id_0767,5425, , , ,"$157,592.00 ",2025,PETERBILT 567, ,$0.00 ,"$157,592.00 "
loan_id_0767,5425, , , ,"$157,592.00 ",2025,PETERBILT 567, ,$0.00 ,"$157,592.00 "
loan_id_2345,5425, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_1764,5425, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_1244,5500, , , ,"$3,000.00 ",19860,TOYT,UT 4RN,$0.00 ,"$3,000.00 "
loan_id_2363,5500, , , ,"$3,500.00 ",1995,PENN,TRAILER,$0.00 ,"$3,500.00 "
loan_id_1804,5500, , , ,"$7,000.00 ",2000,FORD,LL EXC,$0.00 ,"$7,000.00 "
loan_id_1827,5500, , , ,"$15,000.00 ",20010,FORD,3CH VA,$0.00 ,"$15,000.00 "
loan_id_1769,5500, , , ,"$90,000.00 ",2001,PTRB TR,378,$0.00 ,"$90,000.00 "
loan_id_1769,5500, , , ,"$60,000.00 ",2002,KW TR,T80,$0.00 ,"$60,000.00 "
loan_id_0046,5500, , , ,"$2,762.00 ",2006,CHRY CRU,4D,$0.00 ,"$2,762.00 "
loan_id_0046,5500, , , ,"$1,841.00 ",2006,CHRY CRU,VN,$0.00 ,"$1,841.00 "
loan_id_0616,5500, , , ,"$15,000.00 ",2011,JEEP,WRG LL,$0.00 ,"$15,000.00 "
loan_id_1551,5500, , , ,"$7,800.00 ",2012,CARS,FB,$0.00 ,"$7,800.00 "
loan_id_1792,5500, , , ,"$35,000.00 ",2016,FORD F150,4WD SUPERCREW,$0.00 ,"$35,000.00 "
loan_id_1551,5500, , , ,"$17,322.00 ",2016,FORD F35,PK,$0.00 ,"$17,322.00 "
loan_id_1551,5500, , , ,"$19,859.00 ",2017,RAM 550,TR,$0.00 ,"$19,859.00 "
loan_id_1551,5500, , , ,"$10,000.00 ",2021,BIGT,TRL,$0.00 ,"$10,000.00 "
loan_id_1421,5500, , , ,"$32,600.00 ",2019,FORD,F_1,$0.00 ,"$32,600.00 "
loan_id_1736,5500, , , ,"$45,000.00 ",2019,JEEP,LL GRA,"$471,700.00 ","$45,000.00 "
loan_id_1551,5500, , , ,"$64,380.00 ",2020,CAMI,TRL,$0.00 ,"$64,380.00 "
loan_id_1421,5500, , , ,"$32,600.00 ",2020,GMC,CYN,$0.00 ,"$32,600.00 "
loan_id_0424,5500, , , ,"$60,000.00 ",2020,MAC,TNAR48AA0,$0.00 ,"$60,000.00 "
loan_id_1551,5500, , , ,"$7,800.00 ",2021,BIGT,TRL,$0.00 ,"$7,800.00 "
loan_id_1551,5500, , , ,"$23,374.00 ",2021,FORD F_1,PK,$0.00 ,"$23,374.00 "
loan_id_0759,5500, , , ,"$74,000.00 ",2022,CHEV CB, ,$0.00 ,"$74,000.00 "
loan_id_0402,5500, , , ,"$49,998.00 ",2022,CHEVROLET,SILVERADO,$0.00 ,"$49,998.00 "
loan_id_0168,5500, , , ,"$95,385.00 ",2022,FORD,F_4 PICKUP,$0.00 ,"$95,385.00 "
loan_id_1405,5500, , , ,"$20,000.00 ",2022,TUFFTRAILER USA INC,TSA 13500T,$0.00 ,"$20,000.00 "
loan_id_1644,5500, , , ,"$66,056.00 ",2023,CHEVROLET,SILVERADO 3500,$0.00 ,"$66,056.00 "
loan_id_1645,5500, , , ,"$64,163.00 ",2023,CHEV,SIL PK,$0.00 ,"$64,163.00 "
loan_id_1793,5500, , , ,"$85,331.27 ",2023,RAM ,3500 UT,$0.00 ,"$85,331.27 "
loan_id_0771,5500, , , ,"$95,000.00 ",2024,FORD,F550,$0.00 ,"$95,000.00 "
loan_id_0771,5500, , , ,"$95,000.00 ",2024,FORD,F550,$0.00 ,"$95,000.00 "
loan_id_2058,5500, , , ,"$77,320.00 ",2024,FORD T_350, ,$0.00 ,"$77,320.00 "
loan_id_2189,5500, , , ,"$159,177.21 ",2025,FHRT XXX,TR,$0.00 ,"$159,177.21 "
loan_id_2189,5500, , , ,"$159,177.21 ",2025,FHRT XXX,TR,$0.00 ,"$159,177.21 "
loan_id_0886,5700, , , ,"$50,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1611,5700, , , ,"$50,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1340,5700, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_1804,5700, , , ,"$112,275.00 ", , , ,$0.00 ,"$112,275.00 "
loan_id_1629,5800, , , ,"$1,432,942.00 ", , , ,$0.00 ,"$400,000.00 "
loan_id_0001,5800, , , ,$0.00 , , , ,"$1,242,920.00 ",$0.00 
loan_id_2363,5800, , , ,"$460,356.00 ", , , ,$0.00 ,$0.00 
loan_id_0046,5800, , , ,"$134,290.00 ", , , ,$0.00 ,"$53,172.00 "
loan_id_2252,5800, , , ,"$512,693.00 ", , , ,$0.00 ,$0.00 
loan_id_0740,5900, , , ,"$2,902,107.00 ", , , ,$0.00 ,$0.00 
loan_id_0863,5900, , , ,$0.00 , , , ,"$305,040.00 ",$0.00 
loan_id_0471,5900, , , ,"$404,545.00 ", , , ,$0.00 ,"$427,746.00 "
loan_id_1341,5900, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_1778,5900, , , ,"$268,298.00 ", , , ,$0.00 ,$0.00 
loan_id_1730,5900, , , ,"$1,109,667.00 ", , , ,$0.00 ,"$749,835.00 "
loan_id_0724,5900, , , ,"$306,958.00 ", , , ,$0.00 ,"$100,000.00 "
loan_id_2001,5900, , , ,"$164,540.00 ", , , ,$0.00 ,$0.00 
loan_id_2002,5900, , , ,"$164,540.00 ", , , ,$0.00 ,$0.00 
loan_id_0479,5900, , , ,"$342,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1417,5900, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_1418,5900, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_0701,5900, , , ,"$947,106.00 ", , , ,$0.00 ,"$400,000.00 "
loan_id_1174,5900, , , ,"$584,688.00 ", , , ,$0.00 ,"$584,688.00 "
loan_id_1765,5900, , , ,"$830,903.00 ", , , ,$0.00 ,"$100,000.00 "
loan_id_2018,5900, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_2019,5900, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_0678,5900, , , ,"$380,692.00 ", , , ,$0.00 ,"$380,692.00 "
loan_id_0619,5900, , , ,"$687,096.00 ", , , ,$0.00 ,$0.00 
loan_id_1908,5900, , , ,"$270,054.00 ", , , ,$0.00 ,"$127,852.00 "
loan_id_0846,5900, , , ,"$270,054.00 ", , , ,$0.00 ,"$127,852.00 "
loan_id_0847,5900, , , ,"$270,054.00 ", , , ,$0.00 ,"$127,852.00 "
loan_id_2248,5900, , , ,"$797,483.00 ", , , ,$0.00 ,$0.00 
loan_id_0694,5900, , , ,"$8,235.00 ", , , ,$0.00 ,$0.00 
loan_id_0501,5900, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_1563,5900, , , ,"$1,498,232.00 ", , , ,$0.00 ,$0.00 
loan_id_1509,5900, , , ,"$882,997.00 ", , , ,$0.00 ,$0.00 
loan_id_1164,5900, , , ,"$107,933.00 ", , , ,$0.00 ,$0.00 
loan_id_1795,5900, , , ,"$614,037.00 ", , , ,$0.00 ,"$175,000.00 "
loan_id_1486,5900, , , ,"$525,008.00 ", , , ,$0.00 ,"$349,237.00 "
loan_id_1513,5900, , , ,"$52,000.00 ", , , ,$0.00 ,"$52,000.00 "
loan_id_1860,5900, , , ,"$355,185.00 ", , , ,$0.00 ,$0.00 
loan_id_0334,5900, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_0334,5900, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_2291,5900, , , ,"$609,601.00 ", , , ,$0.00 ,"$547,326.00 "
loan_id_1427,5900, , , ,"$291,818.00 ", , , ,$0.00 ,$0.00 
loan_id_1429,5900, , , ,"$291,818.00 ", , , ,$0.00 ,$0.00 
loan_id_1551,5900, , , ,"$257,567.00 ", , , ,$0.00 ,"$105,499.00 "
loan_id_1552,5900, , , ,"$257,567.00 ", , , ,$0.00 ,"$105,499.00 "
loan_id_0357,5900, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_1858,5900, , , ,"$1,027,991.00 ", , , ,$0.00 ,"$780,922.00 "
loan_id_0610,5900, , , ,"$122,312.00 ", , , ,$0.00 ,$0.00 
loan_id_0727,5900, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_2009,5900, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_1558,5900, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_2088,5900, , , ,"$2,431,000.00 ", , , ,$0.00 ,"$1,100,000.00 "
loan_id_2090,5900, , , ,"$2,431,000.00 ", , , ,$0.00 ,"$1,100,000.00 "
loan_id_2094,5900, , , ,"$2,431,000.00 ", , , ,$0.00 ,"$1,100,000.00 "
loan_id_2095,5900, , , ,"$2,431,000.00 ", , , ,$0.00 ,"$1,100,000.00 "
loan_id_2097,5900, , , ,"$2,431,000.00 ", , , ,$0.00 ,"$1,100,000.00 "
loan_id_0120,5900, , , ,"$1,843,655.00 ", , , ,$0.00 ,$0.00 
loan_id_0213,5900, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_2124,5900, , , ,"$1,219,817.00 ", , , ,$0.00 ,$0.00 
loan_id_2125,5900, , , ,"$1,219,817.00 ", , , ,$0.00 ,$0.00 
loan_id_0448,5900, , , ,"$394,237.00 ", , , ,"$290,000.00 ",$0.00 
loan_id_0251,5900, , , ,"$371,851.00 ", , , ,"$860,000.00 ",$0.00 
loan_id_1546,5900, , , ,"$217,062.00 ", , , ,$0.00 ,"$27,473.00 "
loan_id_1533,5900, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_0001,5900, , , ,$0.00 , , , ,"$1,242,920.00 ",$0.00 
loan_id_0001,5900, , , ,"$456,212.00 ", , , ,"$1,242,920.00 ",$0.00 
loan_id_0677,5900, , , ,"$139,200.00 ", , , ,$0.00 ,$0.00 
loan_id_0102,5900, , , ,"$237,838.00 ", , , ,$0.00 ,"$250,000.00 "
loan_id_2363,5900, , , ,"$412,597.00 ", , , ,$0.00 ,$0.00 
loan_id_0941,5900, , , ,"$3,080,396.00 ", , , ,$0.00 ,"$1,000,000.00 "
loan_id_1769,5900, , , ,"$605,668.00 ", , , ,$0.00 ,$0.00 
loan_id_0222,5900, , , ,"$158,027.00 ", , , ,$0.00 ,"$100,000.00 "
loan_id_0223,5900, , , ,"$158,027.00 ", , , ,$0.00 ,"$100,000.00 "
loan_id_0117,5900, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_0119,5900, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_0757,5900, , , ,"$2,295,329.00 ", , , ,$0.00 ,"$1,778,200.00 "
loan_id_0768,5900, , , ,"$2,295,329.00 ", , , ,$0.00 ,"$1,778,200.00 "
loan_id_0479,5900, , , ,"$1,000,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1048,5900, , , ,"$191,048.00 ", , , ,$0.00 ,$0.00 
loan_id_1201,5900, , , ,"$4,033,751.00 ", , , ,$0.00 ,$0.00 
loan_id_1203,5900, , , ,"$4,033,751.00 ", , , ,$0.00 ,$0.00 
loan_id_1280,5900, , , ,"$1,752,076.00 ", , , ,$0.00 ,"$1,258,215.00 "
loan_id_0494,5900, , , ,"$240,718.00 ", , , ,$0.00 ,$0.00 
loan_id_0626,5900, , , ,"$1,993,976.89 ", , , ,$0.00 ,$0.00 
loan_id_1232,5900, , , ,"$16,239,884.00 ", , , ,$0.00 ,$0.00 
loan_id_0069,5900, , , ,"$930,889.00 ", , , ,$0.00 ,$0.00 
loan_id_0267,5900, , , ,"$250,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1411,5900, , , ,"$357,135.00 ", , , ,$0.00 ,$0.00 
loan_id_2134,5900, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_1077,5900, , , ,"$280,000.00 ", , , ,$0.00 ,$0.00 
loan_id_0472,5900, , , ,"$80,673.00 ", , , ,$0.00 ,$0.00 
loan_id_2191,5900, , , ,"$1,400,000.00 ", , , ,"$123,000.00 ",$0.00 
loan_id_0152,5900, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_1886,5900, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_0458,5900, , , ,"$77,000.00 ", , , ,$0.00 ,$0.00 
loan_id_0459,5900, , , ,"$77,000.00 ", , , ,$0.00 ,$0.00 
loan_id_0165,5900, , , ,"$566,000.00 ", , , ,$0.00 ,$0.00 
loan_id_2367,5900, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_0043,5900, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_1601,5900, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_1367,5900, , , ,"$750,000.00 ", , , ,$0.00 ,$0.00 
loan_id_0782,5900, , , ,"$4,025,606.00 ", , , ,$0.00 ,$0.00 
loan_id_1405,5900, , , ,"$48,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1995,5900, , , ,"$150,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1553,5900, , , ,"$3,920,038.00 ", , , ,$0.00 ,"$69,650.00 "
loan_id_0219,5900, , , ,"$1,042,500.00 ", , , ,$0.00 ,"$1,042,500.00 "
loan_id_2234,5900, , , ,"$92,500.00 ", , , ,$0.00 ,"$117,764.00 "
loan_id_1621,5900, , , ,"$294,380.00 ", , , ,$0.00 ,"$200,000.00 "
loan_id_2254,5900, , , ,"$37,600.00 ", , , ,$0.00 ,$0.00 
loan_id_1652,5900, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_1385,5900, , , ,"$65,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1386,5900, , , ,"$65,000.00 ", , , ,$0.00 ,$0.00 
loan_id_0943,5900, , , ,"$21,580.00 ", , , ,$0.00 ,"$21,500.00 "
loan_id_0044,5900, , , ,"$120,350.00 ", , , ,$0.00 ,$0.00 
loan_id_1468,5900, , , ,"$209,712.00 ", , , ,$0.00 ,"$104,069.00 "
loan_id_1160,5900, , , ,"$5,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1160,5900, , , ,"$462,319.00 ", , , ,$0.00 ,$0.00 
loan_id_0056,5900, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_0056,5900, , , ,"$870,112.00 ", , , ,$0.00 ,$0.00 
loan_id_0616,5900, , , ,"$157,390.00 ", , , ,$0.00 ,$0.00 
loan_id_0835,5900, , , ,"$121,560.00 ", , , ,$0.00 ,$0.00 
loan_id_1289,5900, , , ,"$368,000.00 ", , , ,$0.00 ,"$40,000.00 "
loan_id_0620,5900, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_1070,5900, , , ,"$849,540.00 ", , , ,$0.00 ,$0.00 
loan_id_1162,5900, , , ,"$769,872.00 ", , , ,$0.00 ,$0.00 
loan_id_1570,5900, , , ,"$547,618.00 ", , , ,$0.00 ,"$200,000.00 "
loan_id_0375,5900, , , ,"$32,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1642,5900, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_0673,5900, , , ,"$195,664.00 ", , , ,$0.00 ,"$195,664.00 "
loan_id_1841,5900, , , ,"$5,695,521.00 ", , , ,$0.00 ,"$905,000.00 "
loan_id_1756,5900, , , ,"$453,000.00 ", , , ,$0.00 ,"$453,000.00 "
